Taxa	081A	082A	083A	084A	085A	086A	091A	093A	094A	098A	099A	100A	101A	107A	108A	109A	10A	116A	118A	119A	11A	120A	13A	15A	18A	1A	20A	21A	24A	25A	28A	29A	31A	34A	35A	37A	39A	3A	6A	7A
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Blochmannia|s__Blochmannia endosymbiont of Camponotus nipponensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Blochmannia|s__Blochmannia endosymbiont of Camponotus sp.	0	0	0	0	0	1	0	0	0	1	0	0	0	1	2	1	0	0	0	0	0	1	0	1	0	0	1	2	3	1	1	1	0	0	1	0	1	0	0	0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Blochmannia|s__Blochmannia endosymbiont of Camponotus sp. C-003	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Blochmannia|s__Blochmannia endosymbiont of Camponotus sp. C-046	0	5	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Blochmannia|s__Blochmannia endosymbiont of Colobopsis nipponica	2	2	7	5	0	5	8	0	0	0	6	0	0	0	8	2	7	0	0	1	1	1	6	4	0	15	0	3	2	0	10	4	3	4	53	0	0	1	1	7
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Blochmannia|s__Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	6	0	0	0	1
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Blochmannia|s__Candidatus Blochmannia chromaiodes	0	2	0	0	2	1	0	0	0	1	0	0	0	0	0	0	2	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Blochmannia|s__Candidatus Blochmannia herculeanus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Blochmannia|s__Candidatus Blochmannia ocreatus	1	0	2	1	0	0	1	0	1	0	0	0	0	3	2	0	7	0	3	4	1	1	0	0	12	4	3	3	12	2	2	1	1	1	1	2	1	0	1	0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Blochmannia|s__Candidatus Blochmannia vafer	3	0	0	3	0	0	0	2	0	3	0	0	0	0	1	1	0	0	1	2	1	1	0	0	0	7	0	1	0	2	0	1	1	0	1	11	1	2	0	1
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Blochmannia|s__Candidatus Blochmannia vicinus	0	0	0	0	0	0	0	0	0	3	0	2	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Buttiauxella	21	11	10	19	9	4	37	3	26	32	20	22	19	87	129	20	36	20	4	160	10	27	3	28	10	26	17	15	12	24	6	18	16	17	20	34	11	6	43	6
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Buttiauxella|s__Buttiauxella agrestis	5	0	7	2	5	2	16	1	7	6	2	4	4	28	26	5	21	20	0	29	3	7	1	8	3	6	6	2	5	0	3	2	7	10	8	2	6	0	3	2
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Buttiauxella|s__Buttiauxella ferragutiae	1	0	1	1	0	0	5	0	1	0	0	3	1	0	1	2	0	0	0	37	0	0	1	0	0	8	0	0	0	2	0	0	1	0	2	8	0	0	0	1
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Buttiauxella|s__Buttiauxella sp. 3AFRM03	0	0	0	4	0	0	0	0	0	12	0	0	0	4	20	2	0	0	0	5	3	9	0	6	0	1	0	5	2	16	0	5	0	0	3	1	0	0	32	0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Buttiauxella|s__Buttiauxella sp. R73	1	4	0	4	2	0	1	0	6	0	9	0	9	7	10	4	9	0	2	15	2	6	1	3	0	4	6	4	1	1	0	3	1	6	2	5	0	3	0	2
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Buttiauxella|s__Buttiauxella sp. WJP83	8	1	1	2	1	1	4	0	4	3	6	11	0	17	17	4	1	0	1	19	1	0	0	1	6	2	2	3	4	0	2	3	2	1	3	1	0	2	3	0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Cedecea	76	20	28	108	10	6	41	29	68	108	7	116	23	183	172	125	85	11	4	281	28	68	113	44	71	31	15	140	61	13	29	29	28	54	52	65	80	29	23	42
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Cedecea|s__Cedecea lapagei	7	2	12	7	1	1	2	0	10	6	2	14	6	22	15	7	6	1	2	36	3	8	6	4	0	3	0	1	2	5	7	5	1	1	4	7	9	3	1	1
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Cedecea|s__Cedecea neteri	26	9	13	72	7	3	33	21	47	77	4	61	14	114	111	97	27	7	2	182	12	48	45	25	45	11	14	76	46	8	8	12	15	49	37	30	57	22	17	36
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Cedecea|s__Cedecea sp. FDAARGOS_727	40	9	3	26	2	1	1	8	6	7	1	13	2	31	27	18	52	3	0	42	11	11	61	8	26	15	1	63	6	0	14	11	12	3	9	25	9	3	4	5
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter	258	122	171	2340	2453	988	141	91	14817	480	199	263	207	2671	6643	140229	235	122	143	2988	810	470	106	254	166	908	328	131	152	176	71	220	162	235	905	876	248	388	137	189
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter amalonaticus	1	2	0	43	3	5	4	2	22	9	2	3	2	93	70	593	6	3	1	115	5	5	0	14	1	15	7	9	17	3	0	5	9	31	71	19	1	2	2	4
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter arsenatis	5	1	0	13	4	1	1	0	109	18	1	2	0	32	39	310	0	1	2	40	3	17	1	12	0	2	5	2	1	24	1	0	1	1	3	5	2	2	13	0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter braakii	6	7	12	96	10	18	6	2	112	11	8	6	4	87	739	705	1	6	5	80	24	7	1	14	3	42	15	3	4	10	4	14	4	2	91	40	11	4	7	6
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter cronae	1	0	1	19	2	0	0	0	20	0	2	0	0	43	29	115	2	3	0	38	0	2	0	0	1	28	4	0	2	0	0	2	0	0	12	10	1	0	5	0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter farmeri	4	0	8	45	9	2	7	3	17	19	14	13	19	94	115	36	4	5	0	114	3	9	20	10	8	5	8	47	12	7	1	6	4	9	15	10	13	8	8	7
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter freundii	25	7	14	786	96	112	4	25	1068	26	39	7	22	219	1395	4755	32	8	10	212	38	38	6	61	2	118	32	7	11	12	3	36	4	17	101	303	10	8	10	9
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter freundii complex sp. CFNIH2	0	2	0	8	1	3	0	0	5	1	0	0	0	12	7	13	0	0	0	16	0	2	0	4	0	2	1	0	0	0	0	0	0	1	5	0	2	0	1	1
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter freundii complex sp. CFNIH3	0	0	1	11	2	1	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter koseri	15	1	19	78	2	3	1	4	19	1	6	7	7	91	43	87	3	8	2	80	8	6	5	7	6	22	8	2	10	8	1	6	2	6	181	19	9	4	2	2
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter pasteurii	1	1	0	22	2	7	0	1	946	31	1	26	1	37	13	314	13	1	0	22	2	14	0	2	0	38	6	0	3	0	1	5	0	6	4	9	0	4	1	8
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter portucalensis	31	4	14	94	1045	121	6	3	1862	98	38	70	31	152	334	31484	39	6	15	99	38	118	22	24	33	127	34	2	4	3	2	20	12	51	54	80	63	101	8	12
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter rodentium	7	7	1	59	5	3	20	5	22	18	2	6	6	72	70	42	6	2	4	115	1	12	1	10	24	6	11	11	13	4	3	5	9	6	20	17	2	7	7	5
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter sedlakii	3	1	1	2	0	1	0	0	3	1	1	0	0	23	28	13	2	0	0	21	3	0	0	0	1	0	0	0	0	1	4	7	1	1	3	17	2	1	1	1
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter sp. 172116965	0	0	0	30	0	0	0	0	4	0	0	0	0	1	1	7	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	15	0	1	0	0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter sp. 21OH12SH02A-Citro	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	13	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter sp. ABFQG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter sp. BDA59-3	4	0	0	4	1	0	3	0	3	0	1	0	0	6	9	5	0	0	0	6	0	2	0	1	0	2	3	0	1	4	0	0	0	1	6	1	0	2	0	10
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter sp. CF971	0	0	0	0	0	1	0	0	4	0	0	1	1	3	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter sp. CFNIH10	0	0	0	2	0	0	0	0	1	0	0	0	0	2	3	9	1	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	1	1	0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter sp. Colony219	0	0	0	0	1	0	0	0	28	1	0	0	0	0	2	46	0	0	0	2	0	0	0	2	0	3	4	1	0	0	0	0	0	0	1	2	0	1	0	0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter sp. Colony322	0	0	0	0	0	2	0	0	16	1	0	0	0	2	1	356	0	0	0	3	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter sp. Colony475	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter sp. FDAARGOS_156	0	0	0	0	4	0	0	0	45	0	0	0	0	3	2	74	0	1	0	1	0	1	2	2	0	1	0	0	0	0	0	0	4	0	0	1	5	0	0	0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter sp. LUTT5	0	0	0	1	0	1	0	0	12	0	0	0	0	3	1	29	0	1	0	0	2	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter sp. MGH 55	0	0	0	0	0	0	0	0	1	0	0	0	0	4	4	0	0	0	0	3	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter sp. R56	6	17	4	10	9	2	20	4	14	8	2	4	1	35	29	37	5	0	1	75	6	13	5	1	2	6	5	7	4	7	2	0	9	1	4	9	2	2	8	13
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter sp. Res13-Lact-LER2-35-b	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter sp. RHB25-C09	3	0	4	34	0	1	0	0	22	4	3	2	1	78	86	46	0	6	3	104	3	6	0	3	0	5	6	1	4	4	7	2	1	2	12	11	0	2	5	3
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter sp. RHB35-C17	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter sp. RHB35-C21	0	0	1	0	0	1	3	1	3	0	3	3	0	2	0	16	0	0	0	0	1	2	0	0	0	0	1	0	2	1	0	0	1	1	0	0	0	0	1	0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter sp. RHB36-C18	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	10	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter sp. RHBSTW-00013	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter sp. RHBSTW-00017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter sp. RHBSTW-00021	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter sp. RHBSTW-00029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter sp. RHBSTW-00127	0	0	0	0	0	0	0	0	1	0	0	0	1	2	1490	5	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter sp. RHBSTW-00229	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	0	0	0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter sp. RHBSTW-00271	0	0	0	2	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter sp. RHBSTW-00524	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	22	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter sp. RHBSTW-00535	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter sp. RHBSTW-00570	0	0	0	0	1	0	0	0	5	0	0	0	0	0	1	8	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter sp. RHBSTW-00599	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	11	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	4
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter sp. RHBSTW-00903	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter sp. RHBSTW-00944	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter sp. RHBSTW-00986	0	0	0	1	0	1	0	0	8	0	0	0	0	2	0	42	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	1	0	0	0	16	1	0	0	2
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter sp. RHBSTW-01013	1	0	0	0	0	1	0	0	1	1	0	0	0	1	2	9	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter sp. RHBSTW-01044	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter sp. S171	2	1	2	14	0	2	0	0	7	4	4	0	2	56	32	23	3	2	0	103	2	4	0	0	8	3	4	2	1	0	3	4	1	2	6	6	3	1	2	2
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter sp. S39	0	0	0	0	0	1	0	0	2	1	0	0	0	0	1	14	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter sp. TBCP-5362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter sp. TSA-1	0	0	1	0	0	0	0	0	2	0	0	0	0	5	1	9	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter sp. XT1-2-2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	6	2	0	0	0	0	0	0	0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter sp. Y3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter tructae	2	1	6	23	1	1	2	0	32	6	5	3	11	53	31	110	0	4	1	62	5	6	5	1	15	23	2	0	1	7	0	2	6	4	6	16	13	1	1	0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter werkmanii	0	1	0	17	4	3	1	0	50	3	2	1	3	28	105	617	1	4	0	82	0	7	1	8	1	7	1	2	5	17	0	3	2	1	5	3	24	1	3	1
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Citrobacter|s__Citrobacter youngae	0	0	1	1	4	1	1	0	69	0	0	0	0	1	4	148	2	0	0	4	1	1	0	0	0	1	2	0	0	0	0	0	1	0	51	9	4	1	0	4
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Cronobacter	37	21	24	100	15	7	51	6	60	57	9	43	15	180	166	99	43	14	17	271	30	33	8	47	50	183	30	25	77	28	37	33	28	42	18525	5208	35	18	25	37
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Cronobacter|s__Cronobacter condimenti	8	9	0	10	0	0	4	0	4	4	0	3	0	21	15	5	4	3	1	29	2	3	0	6	3	8	0	5	12	3	1	8	1	0	18	15	0	3	2	6
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Cronobacter|s__Cronobacter dublinensis	10	1	9	13	6	1	5	1	5	24	2	10	4	61	43	6	12	3	2	59	5	8	0	5	14	10	12	7	12	4	27	3	9	13	21	40	10	2	5	2
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Cronobacter|s__Cronobacter malonaticus	5	1	1	0	0	0	1	1	3	3	4	2	1	5	9	4	0	1	0	7	1	0	2	4	1	16	4	3	7	3	3	5	7	5	13398	69	9	2	5	1
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Cronobacter|s__Cronobacter muytjensii	0	0	0	1	0	0	3	0	0	1	0	0	0	1	26	1	1	0	0	12	0	0	0	0	0	1	0	0	1	0	1	0	0	0	7	3	0	0	0	0
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Cronobacter|s__Cronobacter sakazakii	2	4	9	29	0	5	12	4	23	15	2	17	5	31	27	52	12	2	12	47	16	3	1	14	23	107	4	3	11	9	4	6	8	12	369	4222	2	7	6	4
d__Bacteria|p__Pseudomonadota|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Cronobacter|s__Cronobacter sp. JZ38	0	1	0	1	1	0	0	0	5	0	0	0	0	1	2	0	0	0	0	4	0	5	0	0	2	0	1	0	0	0	0	0	0	0	7	4	0	0	1	0
